Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4195194244385,,19.4931793212891,20.9737091064453,21.9700393676758,23.4980907440186,22.8578491210938,21.5052890777588,17.9417705535889,18.2080593109131,16.0046005249023,21.6399097442627,32.2960205078125,34.5188789367676,35.331470489502,33.6579399108887,35.8594512939453,36.6645317077637,37.0803489685059,38.3384399414062,41.8117218017578,44.433708190918,45.9996299743652,47.3799514770508,47.7453117370605,47.8231010437012,41.4842185974121,41.6240310668945,44.411018371582,45.4674301147461,51.7460098266602,53.5907592773438,56.1650505065918,53.3068199157715,53.3061294555664,58.7563095092773,59.8064498901367,
American Samoa,ASM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,19.5736408233643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8269901275635,16.6028099060059,15.0042104721069,24.93044090271,,,,,,,,,,,
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,16.6101608276367,17.6301708221436,18.5255508422852,19.6401805877686,21.8469390869141,23.3929290771484,24.4527702331543,24.8880195617676,25.0607490539551,25.0701808929443,24.9995193481445,25.3438606262207,25.3027191162109,26.057149887085,26.9853496551514,28.1948204040527,29.9956302642822,30.1694793701172,31.8232803344727,32.4942817687988,34.6341590881348,37.3889007568359,38.9267807006836,64.7449035644531,66.9492263793945,71.2437973022461,75.533317565918,79.8077774047852,,,,,,,,,,,,,,,,,,119.679389953613,119.682777404785,109.993309020996,103.322090148926,109.759559631348,110.139221191406,112.688293457031,106.240760803223,
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,11.6728096008301,13.0324296951294,14.3094501495361,15.0923404693604,15.828929901123,17.8592700958252,18.7034492492676,19.1126899719238,19.8440494537354,20.7874908447266,21.6765403747559,21.6215591430664,22.1693897247314,23.2095394134521,25.0215301513672,26.3829307556152,27.6807403564453,29.6070709228516,31.0666694641113,32.9034996032715,34.8315391540527,38.0685615539551,40.2359390258789,42.8672904968262,46.1729011535645,49.1923789978027,50.9492988586426,53.5619506835938,,,,,,,,,63.8021202087402,66.1983871459961,67.9915771484375,75.0402526855469,77.2625122070312,79.5471267700195,80.9616012573242,81.0195693969727,82.2563095092773,82.8496932983398,83.8392562866211,85.8698883056641,86.3234329223633,88.7071990966797,93.940071105957,,
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7894592285156,19.3645992279053,19.0478897094727,19.057710647583,19.2600402832031,19.647310256958,20.4384593963623,21.4404296875,23.1597309112549,25.4832000732422,25.926420211792,27.0674095153809,27.7084999084473,31.5401992797852,36.1521987915039,38.866081237793,41.7732887268066,
Burundi,BDI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.154530003666878,0.154449999332428,0.157800003886223,0.231040000915527,0.232549995183945,0.287030011415482,,,0.456050008535385,0.47172999382019,0.45074999332428,0.499190002679825,,0.566399991512299,0.586329996585846,0.647909998893738,0.631919980049133,0.738439977169037,0.738740026950836,0.693710029125214,0.770449995994568,0.802900016307831,0.847079992294312,,,,,0.894710004329681,0.94880998134613,1.09112000465393,1.06465995311737,1.65049004554749,,2.15647006034851,2.18656992912292,2.21515011787415,2.31571006774902,2.55176997184753,2.73604011535645,3.12123990058899,,2.98822999000549,3.79121994972229,4.57692003250122,5.39196014404297,4.09006977081299,4.43721008300781,4.6985502243042,,,6.28700017929077,6.51700019836426,
Belgium,BEL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,17.4224090576172,17.6984901428223,19.41748046875,20.2209205627441,20.3807392120361,,,24.0298595428467,25.445369720459,25.0032997131348,24.5918598175049,26.6390800476074,27.3860893249512,28.3601894378662,31.0939197540283,31.8163394927979,33.2479209899902,34.4548301696777,36.0025901794434,37.9722785949707,39.2387084960938,,45.4761505126953,49.2716903686523,55.4692993164062,57.4932518005371,,,56.1862907409668,56.201831817627,56.7148895263672,58.1100807189941,59.6124610900879,62.0411491394043,62.8203315734863,63.3717384338379,62.461841583252,62.7642097473145,64.9798431396484,66.8578872680664,67.7034072875977,69.7490615844727,71.7841110229492,74.0397262573242,76.423942565918,77.2435073852539,80.7738189697266,79.1237487792969,79.3044815063477,79.4996032714844,82.6882019042969,,
Benin,BEN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.128429993987083,0.234990000724792,0.424690008163452,0.681900024414062,0.659449994564056,0.713479995727539,0.944249987602234,1.0393899679184,0.919040024280548,0.996079981327057,1.36494994163513,1.61880004405975,1.74844002723694,1.80426001548767,1.86591994762421,2.24176001548767,2.12834000587463,2.06945991516113,2.20922994613647,2.02301001548767,2.32081007957458,2.19625997543335,2.00092005729675,1.95361995697021,2.0343599319458,2.05464005470276,2.51360011100769,,3.20745992660522,3.62698006629944,4.36625003814697,5.1319899559021,5.66462993621826,5.71906995773315,5.65152978897095,6.47643995285034,7.7589898109436,7.66394996643066,9.74950981140137,13.1351699829102,12.2822198867798,13.3533802032471,15.3102397918701,15.196590423584,12.9073896408081,12.3617095947266,11.7388401031494,12.0070600509644,10.7973299026489,10.8024797439575,10.2315101623535,,
Burkina Faso,BFA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.0390300005674362,0.0497800000011921,0.0590599998831749,0.0916299968957901,0.106640003621578,0.211359992623329,0.189419999718666,0.227160006761551,0.23139999806881,0.213459998369217,0.276939988136292,0.41923999786377,0.488290011882782,0.522310018539429,0.572030007839203,0.590740025043488,0.617950022220612,0.660019993782043,0.739049971103668,0.747370004653931,0.699159979820251,0.935159981250763,1.09236001968384,1.06678998470306,1.11038994789124,1.06682002544403,0.977540016174316,,0.991050004959106,,1.122230052948,1.35122001171112,1.51733005046844,,2.16083002090454,2.2746000289917,2.42068004608154,2.94471001625061,3.28111004829407,3.36725997924805,3.94350004196167,4.3672399520874,4.60237979888916,4.92263984680176,4.9262900352478,5.42630004882812,5.85665988922119,6.34666013717651,6.93696022033691,7.6837100982666,9.36093997955322,9.73007965087891,
Bangladesh,BGD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.04375004768372,,2.22625994682312,2.21124005317688,2.77257990837097,,2.22503995895386,2.49397993087769,2.07190990447998,3.06245994567871,3.10870003700256,3.10770010948181,3.82046008110046,4.85226011276245,5.34712982177734,5.48542022705078,5.3514199256897,4.60726976394653,3.9222400188446,3.82814002037048,4.32926988601685,,,,,,,,,5.47931003570557,5.46036005020142,6.42439985275269,6.13536977767944,6.19688987731934,5.72883987426758,6.29582977294922,7.24171018600464,7.86712980270386,8.84245014190674,10.8163499832153,,13.5719995498657,13.6680002212524,13.6510000228882,13.6529998779297,15.5909996032715,17.4020004272461,18.5310001373291,19.7029991149902,22.8050003051758,22.5389995574951,23.3999996185303,22.8400001525879,
Bulgaria,BGR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,14.4087696075439,15.7502603530884,17.4486808776855,18.2363700866699,19.0955791473389,19.453929901123,19.8587093353271,22.1396503448486,18.3291301727295,17.1338691711426,16.2023506164551,15.7331304550171,15.445969581604,16.1458892822266,17.3745307922363,19.1692790985107,20.9221801757812,22.4143390655518,24.5839595794678,25.5723209381104,30.4806594848633,30.3537998199463,31.8155403137207,33.443531036377,35.8240814208984,39.6896896362305,41.8087997436523,42.1581192016602,44.0834083557129,42.3398284912109,41.0407791137695,41.4290084838867,42.8536109924316,43.6935691833496,46.225269317627,47.7948303222656,51.2403411865234,52.6504096984863,55.0083694458008,58.354850769043,59.8246803283691,62.1616516113281,65.3930816650391,69.5866012573242,74.0448913574219,75.474853515625,76.0799179077148,76.2302093505859,75.3370971679688,74.3762283325195,74.0276489257812,,
Bahrain,BHR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,1.38776004314423,1.33413004875183,1.32729995250702,2.06456995010376,2.05707001686096,2.00634002685547,3.30297994613647,3.1211199760437,2.70175004005432,3.22596001625061,4.68036985397339,5.6450400352478,,,9.23805046081543,8.91201019287109,7.03387022018433,10.3561401367188,,,15.8705997467041,16.0440902709961,16.5564804077148,15.3262500762939,14.3069496154785,14.0482397079468,,,16.9030494689941,,,,29.3518600463867,,22.4983291625977,19.7194690704346,,,,,46.54248046875,47.3633117675781,42.9303894042969,44.1516189575195,43.6383781433105,43.6653099060059,45.1864395141602,48.5386581420898,53.6918601989746,56.6339988708496,70.7630310058594,77.2444915771484,
"Bahamas, The",BHS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,26.7144908905029,24.9125308990479,23.8687191009521,17.7723903656006,15.8055295944214,14.7000999450684,11.1857595443726,12.8857698440552,14.0448398590088,16.0913391113281,17.7493095397949,19.1994495391846,,,,,,,14.3343200683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8103504180908,17.2063007354736,17.4088096618652,19.2174396514893,21.4100608825684,24.6647491455078,27.6716403961182,31.3900508880615,34.5916786193848,36.3721618652344,37.2449798583984,39.7756309509277,41.8755912780762,47.2628288269043,48.9852485656738,48.6234397888184,48.668140411377,46.4159202575684,43.1571083068848,41.597038269043,40.8813400268555,43.5776786804199,44.6326713562012,
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,37.5171089172363,,,,,35.966381072998,,,,37.0667495727539,38.4157485961914,39.411319732666,41.4009704589844,43.5607490539551,45.9478797912598,47.3459205627441,47.5869293212891,47.3447113037109,46.8157615661621,47.6654586791992,46.6668090820312,43.3319892883301,43.0419387817383,41.1089706420898,39.7630500793457,43.0518112182617,43.182071685791,46.6532287597656,49.4420700073242,51.8044013977051,54.3443717956543,56.8730087280273,59.4798316955566,60.8694190979004,63.722110748291,66.4904403686523,69.5346298217773,70.5071029663086,75.9017486572266,82.6692733764648,91.2559967041016,98.5973968505859,101.424392700195,99.8547286987305,98.0328598022461,94.7553405761719,91.3261489868164,84.5396423339844,80.1720199584961,76.8908920288086,73.9591369628906,70.8675689697266,
Belize,BLZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,1.08633005619049,0.883249998092651,,0.94990998506546,1.01723003387451,,,,,,,,,,,,,,,,,,,,,,,,,,15.0931301116943,16.9803295135498,16.1856803894043,15.5943098068237,16.0521106719971,16.8771591186523,17.8864498138428,18.7439098358154,21.9749698638916,21.4436492919922,21.4217891693115,23.8754291534424,23.8531093597412,23.8641395568848,23.273889541626,24.3196296691895,24.7719898223877,24.6455898284912,25.0688591003418,25.7016506195068,23.5184001922607,23.7802906036377,
Bermuda,BMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,9.01861953735352,12.264760017395,13.0388202667236,,,,,,,,,,,,,,,,,,,,,,,,,33.1868095397949,30.4764595031738,31.5060596466064,39.8483085632324,37.2359199523926,38.6973190307617,38.2749290466309,37.1384582519531,35.0966110229492,31.9435291290283,,22.4178009033203,22.8644790649414,,,,,16.992130279541
Bolivia,BOL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,4.76611995697021,6.04819011688232,7.13482999801636,7.81045007705688,9.20786952972412,10.191309928894,10.1485004425049,10.385479927063,10.6536798477173,11.0786800384521,11.3112201690674,11.0865898132324,10.9449100494385,11.0390300750732,,,10.4311800003052,10.518349647522,10.7011299133301,10.7324104309082,10.7807703018188,11.1968898773193,10.8397903442383,11.0923299789429,11.3403997421265,,11.9040498733521,,13.4665203094482,14.6957998275757,,,,,,,,,,,,,43.2308502197266,44.3393707275391,47.1568717956543,48.4340400695801,48.3333396911621,50.0267486572266,51.1916885375977,52.6240615844727,54.5727996826172,56.8306198120117,60.3906211853027,
Barbados,BRB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,3.25720000267029,4.191810131073,5.02104997634888,5.38762998580933,,,,,,,13.637900352478,17.1072196960449,,19.0768203735352,20.1986198425293,,,,18.2773494720459,18.2279090881348,28.6582202911377,29.7782192230225,27.392219543457,,,,,,35.7623100280762,41.5436096191406,40.8927803039551,,,,,,59.9852714538574,,74.0143585205078,68.3118209838867,65.0382232666016,,,,,,,,,,,,
Brunei Darussalam,BRN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,1.75076997280121,,2.06625008583069,,,,0.923420011997223,2.56183004379272,,2.50177001953125,3.86107993125916,,,,,5.44505977630615,5.78868007659912,6.14812994003296,,,,10.5022497177124,12.7613401412964,13.0841703414917,13.9702396392822,13.0799102783203,12.8312997817993,13.3302602767944,13.1851100921631,13.0625400543213,13.3380498886108,14.0476999282837,15.3142099380493,14.6287097930908,17.1019992828369,22.1413593292236,24.0158290863037,28.8460006713867,36.9780006408691,34.4230003356934,34.9119987487793,31.5349998474121,31.3980007171631,32.6983299255371,,,
Bhutan,BTN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,0.428660005331039,0.780049979686737,0.918110013008118,,,0.735480010509491,,,,,,,,,,,,,,,,2.77209997177124,,,,,,4.86986017227173,5.1098198890686,5.53646993637085,6.57383012771606,6.29070997238159,6.57100009918213,7.69600009918213,7.59600019454956,10.3402395248413,,,,14.7709999084473,14.878999710083,15.9079999923706,16.8500003814697,17.7059993743896,17.5289993286133,
Botswana,BWA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,0,0,0.376980006694794,0.432920008897781,0.473949998617172,0.711979985237122,0.742240011692047,0.817409992218018,0.939520001411438,1.00104999542236,1.19220995903015,1.24346995353699,1.38364994525909,1.45615994930267,1.65828001499176,1.82940995693207,2.16305994987488,2.39398002624512,,,,4.14524984359741,,4.95660018920898,5.40506982803345,5.060959815979,5.39335012435913,,5.71330976486206,6.02573013305664,6.76557016372681,7.30689001083374,7.6390700340271,8.87353992462158,9.35762023925781,9.04421997070312,9.87771987915039,10.0200796127319,13.9393796920776,21.4034805297852,18.9607105255127,16.9406700134277,20.8391494750977,25.6314506530762,24.6215991973877,27.1673908233643,23.2882499694824,22.4400691986084,,22.9742908477783,24.0127906799316,22.9046497344971,,
Central African Republic,CAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.0853699967265129,,,0.193800002336502,0.207800000905991,0.329250007867813,0.358559995889664,0.478909999132156,0.691919982433319,0.959360003471375,0.775600016117096,1.13318002223969,0.947520017623901,1.04200005531311,1.0731600522995,1.11079001426697,1.01119005680084,1.11845004558563,1.22747004032135,1.36046004295349,1.4694299697876,1.38154995441437,,,,,,,1.97054004669189,1.90594005584717,,,,1.65167999267578,,1.08526003360748,,2.20260000228882,2.36665010452271,2.47221994400024,2.89123010635376,2.72516989707947,,,,,,,,,,,
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,46.8787994384766,,,,,,,,,,71.705192565918,,,83.9154815673828,89.8930511474609,94.3216094970703,96.4880523681641,87.6490020751953,89.9769515991211,90.4640579223633,88.7950210571289,,58.9008407592773,59.6460494995117,58.5191192626953,,58.4150009155273,,,,,63.8258285522461,64.2995529174805,63.6141700744629,61.8762588500977,63.154899597168,63.6187591552734,65.774299621582,67.2278594970703,67.4031677246094,69.5068588256836,70.6271591186523,69.5775985717773,72.8150634765625,74.1571426391602,77.8022918701172,,
Central Europe and the Baltics,CEB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,12.5665502548218,12.5657796859741,12.435079574585,12.7468099594116,13.3716201782227,14.0538101196289,14.9183197021484,15.783109664917,16.4410991668701,16.713249206543,16.9911594390869,17.2540702819824,17.1239204406738,16.6624298095703,16.6184902191162,16.657190322876,16.8982906341553,16.7171401977539,16.667200088501,17.1705493927002,17.2699203491211,18.1602191925049,18.3863506317139,19.8606491088867,22.2062206268311,24.1481094360352,27.5452194213867,30.2564105987549,31.4096698760986,35.5604095458984,39.0441093444824,43.7365989685059,48.0998382568359,51.3495407104492,54.1558990478516,57.1708488464355,60.1693496704102,63.0290489196777,67.3869400024414,70.2541809082031,71.1350479125977,69.3709411621094,67.079719543457,65.5616607666016,64.1404571533203,63.3001098632812,63.4850883483887,64.0125579833984,64.4177474975586,64.5567932128906,64.9225692749023,66.0024032592773,66.0926208496094,
Switzerland,CHE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,10.4794702529907,11.1445198059082,11.7605199813843,12.7008199691772,13.3727102279663,14.170729637146,15.9835300445557,16.4863891601562,17.1410503387451,17.6748790740967,18.169849395752,18.4621601104736,18.4939498901367,19.1393203735352,20.7071495056152,21.1771907806396,22.2442092895508,23.0965595245361,23.9461193084717,25.8516693115234,27.1697998046875,28.7010498046875,30.0844306945801,31.5238609313965,32.3630905151367,33.3639106750488,,36.5177612304688,37.8957290649414,38.1127586364746,39.2238006591797,39.9602890014648,43.0505409240723,44.8805198669434,45.2465286254883,46.2847785949707,47.8155517578125,49.6888809204102,50.3034515380859,52.8040618896484,53.1352806091309,54.835620880127,56.1812400817871,58.0650596618652,60.8185615539551,61.1939888000488,62.4597206115723,64.3533935546875,66.3093414306641,68.0676422119141,71.893928527832,74.1526794433594,
Channel Islands,CHI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,8.33915996551514,10.4641103744507,12.8711700439453,14.4594802856445,14.0155601501465,14.1365299224854,12.3944301605225,11.9254903793335,11.6208400726318,11.0983400344849,12.4894599914551,,13.2062397003174,14.7105703353882,15.4065799713135,16.0157699584961,17.274450302124,17.9851093292236,18.7719306945801,,,20.8207397460938,23.6541194915771,25.8770694732666,26.7059307098389,27.3324699401855,29.2319793701172,30.228759765625,32.1894683837891,35.5736618041992,35.4313201904297,,40.2664985656738,43.5181999206543,44.3284606933594,50.2735595703125,49.3216896057129,54.7230491638184,56.7743988037109,59.9912910461426,66.3445205688477,70.8241806030273,75.0770721435547,79.8703384399414,83.6629791259766,86.4181137084961,88.8458862304688,89.921989440918,91.1974792480469,92.0659713745117,89.1124877929688,96.2227935791016,99.3372802734375,
